run,driver,driverVersion,db,sessionStart,runMins,loadWarehouses,runWarehouses,numSUTThreads,limitTxnsPerMin,thinkTimeMultiplier,keyingTimeMultiplier
144,simple,5.0,oscar,2024-03-11 20:52:51.664,1,20,20,128,0,1.0,1.0
