1,10.6,1.4,0.0,20.72
2,10.1,1.3,0.0,20.75
3,9.3,1.2,0.0,20.78
4,15.6,0.7,0.0,20.75
5,9.8,0.8,0.0,20.80
6,8.3,0.6,0.0,20.80
7,8.5,0.3,0.1,20.74
8,8.8,0.4,0.0,20.74
9,8.7,0.4,0.0,20.74
10,8.6,0.4,0.0,20.74
11,9.8,0.4,0.0,20.75
12,10.8,0.8,0.0,20.75
13,19.3,0.4,0.1,20.74
14,9.2,0.3,0.0,20.74
15,11.7,0.3,0.0,20.74
16,8.7,0.9,0.0,20.74
17,11.8,0.8,0.0,20.85
18,9.1,0.7,0.0,20.73
19,11.4,0.3,0.0,20.74
20,9.2,1.4,0.0,20.76
21,9.2,0.5,0.0,20.75
22,11.8,0.6,0.0,20.74
23,8.7,0.3,0.0,20.74
24,8.9,0.7,0.0,20.74
25,10.1,1.1,0.0,20.74
26,9.0,0.6,0.0,20.73
27,12.6,0.7,0.0,20.73
28,8.1,0.3,0.0,20.74
29,9.1,0.4,0.0,20.74
30,10.9,0.2,0.0,20.74
31,11.8,0.6,0.0,20.75
32,8.3,0.6,0.0,20.75
33,10.2,0.7,0.0,20.75
34,12.6,0.6,0.0,20.76
35,10.8,0.6,0.0,20.80
36,15.3,0.7,0.0,20.75
37,9.0,1.5,0.0,20.94
38,8.3,1.2,0.0,20.77
39,8.6,0.3,0.0,20.76
40,11.6,1.1,0.0,20.75
41,8.1,0.7,0.0,20.75
42,8.5,0.3,0.0,20.75
43,8.3,0.7,0.0,20.75
44,8.3,0.6,0.0,20.75
45,9.6,3.8,0.0,20.78
46,7.7,0.3,0.0,20.75
47,9.2,0.3,0.0,20.76
48,8.3,0.7,0.0,20.75
49,8.5,0.5,0.0,20.75
50,8.3,0.7,0.0,20.75
51,8.9,1.6,0.0,20.74
52,8.2,0.4,0.0,20.74
53,8.1,0.6,0.0,20.75
54,8.4,1.2,0.0,20.78
55,9.6,0.4,0.0,20.75
56,8.2,0.8,0.0,20.74
57,8.2,0.4,0.0,20.75
