1,12.8,0.8,0.0,19.01
2,10.8,0.3,0.0,19.02
3,10.5,0.7,0.0,19.02
4,9.9,0.3,1.6,19.03
5,9.5,0.3,1.5,19.03
6,9.4,0.3,3.1,19.03
7,9.4,0.3,3.1,19.03
8,9.9,0.3,3.1,19.03
9,9.6,0.1,3.1,19.03
10,9.8,0.3,3.1,19.03
11,9.8,0.3,3.1,19.04
12,9.4,0.3,3.1,19.03
13,10.0,0.3,3.1,19.03
14,9.4,0.3,2.3,19.03
15,12.0,0.4,2.3,19.04
16,9.3,0.3,2.9,19.03
17,9.2,0.3,2.9,19.03
18,9.9,0.3,2.6,19.03
19,9.3,0.3,3.1,19.06
20,10.2,0.3,2.4,19.03
21,9.9,0.2,3.1,19.03
22,11.2,0.2,2.8,19.02
23,10.0,0.1,3.1,19.03
24,9.4,0.3,3.9,19.03
25,10.1,0.1,4.7,19.03
26,9.8,0.3,4.5,19.03
27,9.4,0.2,6.3,19.03
28,9.7,0.3,4.7,19.03
29,9.6,0.1,4.7,19.03
30,9.9,0.1,4.7,19.02
31,9.8,0.3,5.6,19.02
32,9.7,0.4,5.9,19.03
33,9.4,0.3,1.5,19.03
34,9.4,0.2,2.4,19.03
35,10.1,0.1,3.1,19.03
36,9.5,0.2,2.9,19.02
37,9.4,0.3,2.5,19.03
38,9.8,0.3,3.1,19.03
39,9.4,0.2,3.1,19.03
40,12.1,0.4,2.7,19.02
41,9.5,0.3,3.1,19.03
42,9.9,0.3,3.1,19.03
43,9.6,0.1,2.7,19.03
44,9.9,0.4,2.8,19.04
45,10.6,1.3,3.0,19.04
46,9.7,0.3,2.7,19.03
47,9.9,0.3,3.1,19.02
48,9.5,0.3,3.1,19.02
49,9.5,0.5,3.4,19.03
50,9.8,0.3,4.4,19.03
51,11.3,0.3,2.8,19.04
52,9.8,0.3,2.5,19.03
53,9.4,0.2,2.4,19.03
54,9.4,0.3,2.9,19.03
55,9.9,0.3,2.0,19.03
56,9.3,0.3,2.6,19.03
57,10.0,0.3,2.9,19.02
58,9.8,1.7,3.1,19.03
59,9.6,0.2,3.1,19.03
60,9.4,0.3,3.2,19.02
61,9.8,0.3,3.1,19.02
62,10.1,0.3,2.8,19.03
63,9.4,0.2,2.3,19.03
64,9.4,0.2,2.8,19.03
65,10.2,0.3,3.1,19.02
66,9.5,0.8,3.2,19.02
67,10.0,0.3,3.0,19.02
68,9.3,0.3,3.1,19.02
69,12.0,0.4,2.1,19.03
70,9.6,0.2,2.8,19.02
71,10.3,1.2,2.7,19.03
72,9.6,0.2,2.9,19.03
73,13.9,0.2,2.1,19.07
74,9.4,0.7,2.0,19.02
75,9.3,0.4,2.7,19.02
76,11.2,0.3,2.5,19.02
77,9.4,0.3,1.7,19.03
78,10.0,0.3,2.9,19.03
79,9.9,0.3,2.2,19.03
80,10.2,0.3,3.0,19.03
81,10.3,0.3,3.1,19.03
82,9.6,0.2,3.1,19.02
83,9.5,0.1,4.7,19.03
84,10.5,0.5,4.7,19.03
85,9.4,0.4,4.7,19.03
86,9.5,0.1,3.1,19.02
87,9.6,0.1,2.0,19.02
88,10.1,0.3,3.1,19.02
89,9.4,0.2,3.2,19.03
90,9.4,0.3,3.1,19.02
91,9.4,0.2,4.3,19.02
92,9.7,0.3,3.2,19.02
93,10.0,0.1,2.8,19.02
94,11.1,0.3,2.6,19.02
95,9.7,0.3,1.6,19.02
96,9.5,0.2,3.1,19.02
97,9.9,0.5,3.1,19.02
98,9.8,0.4,3.0,19.07
99,10.2,0.4,3.1,19.02
100,9.5,0.3,2.9,19.02
101,10.5,0.3,4.7,19.01
102,9.8,0.3,4.7,19.02
103,9.3,0.3,4.7,19.02
104,10.0,0.1,4.6,19.02
105,11.1,0.5,4.7,19.03
106,9.7,0.3,0.0,19.02
107,9.4,0.2,0.0,19.02
108,9.5,0.3,0.0,19.02
109,10.2,0.2,0.0,19.02
110,10.1,0.3,0.0,19.01
111,9.2,0.4,0.0,19.03
112,9.4,0.3,0.1,19.02
113,9.4,0.2,0.0,19.03
114,9.9,0.3,0.0,19.02
115,10.0,0.3,0.0,19.02
116,10.1,0.3,0.0,19.02
117,9.7,0.3,0.0,19.02
118,9.3,0.4,0.0,19.02
119,10.4,0.7,0.0,19.03
120,9.6,0.1,0.0,19.03
121,9.4,0.2,0.0,19.03
122,9.7,0.2,0.0,19.02
123,11.3,0.5,0.0,19.03
124,9.9,0.2,0.0,19.03
125,11.6,0.9,0.0,19.03
126,11.3,1.1,0.0,19.03
127,12.4,0.9,0.0,19.02
128,11.1,1.1,0.0,19.03
129,11.7,1.3,0.0,19.03
130,11.5,0.6,0.0,19.03
131,10.1,0.2,0.0,19.03
132,10.2,1.0,0.0,19.03
133,9.4,0.3,0.0,19.03
134,10.1,0.4,0.0,19.08
135,10.0,0.3,0.0,19.02
136,9.9,0.4,0.0,19.03
137,9.7,0.3,0.0,19.03
138,9.7,0.3,0.0,19.03
139,9.5,0.3,0.0,19.03
140,10.0,0.3,0.0,19.02
141,10.6,0.5,0.0,19.03
142,10.1,0.3,0.0,19.02
143,9.8,0.2,0.0,19.02
144,9.7,0.3,0.1,19.03
145,10.5,1.7,0.0,19.03
146,9.4,0.2,0.0,19.02
147,9.5,0.3,0.0,19.03
148,12.2,0.5,0.0,19.02
149,10.1,0.2,0.0,19.02
150,9.5,0.2,0.0,19.03
151,9.5,0.3,0.0,19.03
152,10.2,0.5,0.0,19.07
